building_id,city,area,community,complex,building
478,dubai,palm jumeirah,golden mile,,golden mile 2
479,dubai,palm jumeirah,golden mile,,golden mile 7
480,dubai,palm jumeirah,golden mile,,golden mile 6
481,dubai,palm jumeirah,golden mile,,golden mile 8
482,dubai,palm jumeirah,golden mile,,golden mile 5
483,dubai,palm jumeirah,golden mile,,golden mile 10
484,dubai,palm jumeirah,golden mile,,golden mile 3
485,dubai,palm jumeirah,golden mile,,golden mile 9
486,dubai,arjan,the central downtown,,the central downtown tower d
487,dubai,arjan,the central downtown,,the central downtown tower c
488,dubai,arjan,the central downtown,,the central downtown tower a
489,dubai,arjan,the central downtown,,the central downtown tower b
490,dubai,arjan,lincoln park,,lincoln park northside
491,dubai,arjan,lincoln park,,lincoln park b
492,dubai,arjan,lincoln park,,lincoln park westside
493,dubai,arjan,lincoln park,,lincoln park sheffield
494,dubai,arjan,lincoln park,,lincoln park a
495,dubai,dubai creek harbour,address harbour point,,address harbour point tower 2
496,dubai,dubai creek harbour,address harbour point,,address harbour point tower 1
497,dubai,dubai creek harbour,creek edge,,creek edge tower 1
498,dubai,dubai creek harbour,creek edge,,creek edge tower 2
499,dubai,dubai creek harbour,the cove,,the cove ii building 9
500,dubai,dubai creek harbour,the cove,,the cove building 1
501,dubai,dubai creek harbour,the cove,,the cove building 3
502,dubai,dubai creek harbour,the cove,,the cove building 2
503,dubai,dubai creek harbour,the cove,,the cove ii building 10
504,dubai,dubai creek harbour,harbour gate,,harbour gate tower 1
505,dubai,dubai creek harbour,harbour gate,,harbour gate tower 2
506,dubai,dubai creek harbour,harbour gate,,harbour gate podium
507,dubai,dubai creek harbour,the cove ii,,the cove ii building 4
508,dubai,dubai creek harbour,the cove ii,,the cove ii building 8
509,dubai,dubai creek harbour,the cove ii,,the cove ii building 7
510,dubai,dubai creek harbour,the cove ii,,the cove ii building 5
511,dubai,dubai creek harbour,the cove ii,,the cove ii building 11
512,dubai,dubai creek harbour,the cove ii,,the cove ii building 6
513,dubai,dubai creek harbour,dubai creek residences,,dubai creek residence tower 2 north
515,dubai,dubai creek harbour,dubai creek residences,,dubai creek residence tower 1 north
516,dubai,dubai creek harbour,dubai creek residences,,dubai creek residence tower 2 south
517,dubai,dubai creek harbour,dubai creek residences,,the dubai creek residences south podium
519,dubai,dubai creek harbour,dubai creek residences,,dubai creek residence tower 3 north
520,dubai,dubai creek harbour,dubai creek residences,,the dubai creek residences north podium
521,dubai,downtown dubai,forte,,forte 1
522,dubai,downtown dubai,forte,,forte 2
523,dubai,dubai creek harbour,harbour views,,harbour views 2
524,dubai,dubai creek harbour,harbour views,,harbour views 1
525,dubai,dubai creek harbour,harbour views,,harbour views podium
529,dubai,downtown dubai,opera district,,grande
531,dubai,dubai hills estate,park heights,,acacia
532,dubai,dubai hills estate,park heights,,park heights 2
533,dubai,dubai hills estate,park heights,,mulberry 1
534,dubai,dubai hills estate,park heights,,mulberry 2
535,dubai,dubai hills estate,park heights,,park heights 1
536,dubai,dubai hills estate,park heights,,palace residences
537,dubai,downtown dubai,the address residences dubai opera,,the address residences dubai opera tower 2
538,dubai,downtown dubai,the address residences dubai opera,,the address residences dubai opera tower 1
539,dubai,dubai hills estate,maple,,maple 2
540,dubai,dubai hills estate,maple,,maple 1
541,dubai,dubai hills estate,maple,,maple 3
542,dubai,downtown dubai,st. regis the residences,,st. regis the residences tower 1
543,dubai,downtown dubai,st. regis the residences,,st. regis the residences tower 2
544,dubai,dubai hills estate,sidra villas,,sidra 1
545,dubai,dubai hills estate,sidra villas,,sidra 2
546,dubai,dubai hills estate,sidra villas,,sidra 3
547,dubai,dubai hills estate,greenside residence,,greenside residence tower a
548,dubai,dubai hills estate,greenside residence,,greenside residence tower b
549,dubai,dubai hills estate,greenside residence,,greenside residence tower c
550,dubai,dubai hills estate,elvira,,tower a
551,dubai,dubai hills estate,elvira,,tower b
553,dubai,downtown dubai,old town,,yansoon
557,dubai,downtown dubai,old town,,kamoon
559,dubai,dubai hills estate,ellington house,,ellington house 2
560,dubai,dubai hills estate,ellington house,,ellington house 4
561,dubai,dubai hills estate,ellington house,,ellington house 3
562,dubai,dubai hills estate,ellington house,,ellington house 1
563,dubai,dubai hills estate,club drive,,club drive tower a
564,dubai,dubai hills estate,club drive,,club drive tower b
565,dubai,dubai hills estate,golf place,,golf place ii
566,dubai,dubai hills estate,golf place,,golf place i
567,dubai,dubai hills estate,park lane,,park lane building 1
568,dubai,dubai hills estate,park lane,,park lane building 3
569,dubai,dubai hills estate,park lane,,park lane building 4
570,dubai,dubai hills estate,park lane,,park lane building 2
571,dubai,dubai hills estate,park lane,,park lane building 6
578,dubai,downtown dubai,address dubai mall,,the address fountain views 1
579,dubai,downtown dubai,address dubai mall,,the address fountain views 2
580,dubai,downtown dubai,address dubai mall,,the address fountain views 3
581,dubai,downtown dubai,address dubai mall,,the address fountain views sky collection 1
582,dubai,downtown dubai,29 boulevard,,29 boulevard 2
583,dubai,downtown dubai,29 boulevard,,29 boulevard 1
584,dubai,downtown dubai,29 boulevard,,29 boulevard podium
585,dubai,downtown dubai,south ridge,,south ridge 1
586,dubai,downtown dubai,south ridge,,south ridge 6
587,dubai,downtown dubai,south ridge,,south ridge 3
588,dubai,downtown dubai,south ridge,,south ridge 4
589,dubai,downtown dubai,south ridge,,south ridge 5
590,dubai,downtown dubai,south ridge,,south ridge 2
591,dubai,downtown dubai,south ridge,,podium villas
592,dubai,jumeirah lake towers (jlt),jlt cluster l,,me do re
593,dubai,jumeirah lake towers (jlt),jlt cluster l,,icon tower 2
594,dubai,jumeirah lake towers (jlt),jlt cluster l,,preatoni tower
595,dubai,downtown dubai,the address residence sky view,,the address sky view tower 1
596,dubai,downtown dubai,the address residence sky view,,the address sky view tower 2
597,dubai,jumeirah lake towers (jlt),jlt cluster k,,mbl royal
598,dubai,jumeirah lake towers (jlt),jlt cluster k,,mbl residences
601,dubai,downtown dubai,blvd heights,,blvd heights podium
602,dubai,jumeirah lake towers (jlt),viewz by danube,,viewz 1 by danube
603,dubai,jumeirah lake towers (jlt),viewz by danube,,viewz 2 by danube
604,dubai,jumeirah lake towers (jlt),upper house,,upper house east
605,dubai,jumeirah lake towers (jlt),upper house,,upper house west
606,dubai,downtown dubai,the residences,,the residence 8
607,dubai,downtown dubai,the residences,,the residence 6
608,dubai,downtown dubai,the residences,,the residence 7
609,dubai,downtown dubai,the residences,,the residence 1
610,dubai,downtown dubai,standpoint towers,,standpoint tower 2
611,dubai,downtown dubai,standpoint towers,,standpoint tower 1
612,dubai,downtown dubai,mohammad bin rashid boulevard,,8 boulevard walk
613,dubai,downtown dubai,mohammad bin rashid boulevard,,118 downtown
614,dubai,jumeirah lake towers (jlt),jlt cluster q,,new dubai gate 1
615,dubai,jumeirah lake towers (jlt),jlt cluster q,,saba tower 2
616,dubai,jumeirah lake towers (jlt),jlt cluster q,,saba tower 3
617,dubai,jumeirah lake towers (jlt),jlt cluster q,,new dubai gate
618,dubai,jumeirah lake towers (jlt),jlt cluster a,,new dubai gate 2
619,dubai,jumeirah lake towers (jlt),jlt cluster a,,lakeside residence
620,dubai,jumeirah lake towers (jlt),jlt cluster a,,laguna tower
621,dubai,jumeirah lake towers (jlt),jlt cluster a,,laguna movenpick tower
622,dubai,jumeirah lake towers (jlt),jlt cluster d,,lake terrace
623,dubai,jumeirah lake towers (jlt),jlt cluster d,,lake city tower
624,dubai,jumeirah lake towers (jlt),jlt cluster d,,indigo tower
625,dubai,jumeirah lake towers (jlt),jlt cluster z,,golf views seven city
626,dubai,jumeirah lake towers (jlt),jlt cluster v,,goldcrest views 1
627,dubai,jumeirah lake towers (jlt),jlt cluster v,,v3 tower
628,dubai,al furjan,al furjan west,,equiti home
629,dubai,al furjan,al furjan west,,tilal al furjan
630,dubai,al furjan,al furjan west,,murooj al furjan west
631,dubai,al furjan,al furjan west,,azizi amber
632,dubai,al furjan,al furjan west,,the stella’s by murano
633,dubai,al furjan,al furjan west,,dreamz by danube
634,dubai,al furjan,al furjan west,,al furjan west pavilion
635,dubai,al furjan,al furjan west,,the estate ii townhouses
636,dubai,al furjan,al furjan west,,wellington residence
637,dubai,al furjan,al furjan west,,he villas
638,dubai,downtown dubai,burj vista,,burj vista 1
639,dubai,downtown dubai,burj vista,,burj vista 2
640,dubai,downtown dubai,boulevard central,,boulevard central 1
641,dubai,downtown dubai,boulevard central,,boulevard central 2
642,dubai,downtown dubai,boulevard central,,boulevard central podium
643,dubai,downtown dubai,the lofts,,the lofts podium
644,dubai,downtown dubai,the lofts,,the lofts west
645,dubai,downtown dubai,the lofts,,the lofts east
646,dubai,downtown dubai,the lofts,,the lofts central tower
647,dubai,downtown dubai,claren towers,,claren tower 2
648,dubai,downtown dubai,claren towers,,claren tower 1
649,dubai,downtown dubai,claren towers,,claren podium
650,dubai,downtown dubai,boulevard crescent towers,,boulevard crescent tower 1
651,dubai,downtown dubai,boulevard crescent towers,,boulevard crescent tower 2
652,dubai,downtown dubai,boulevard crescent towers,,boulevard crescent podium
653,dubai,al furjan,quortaj,,phase 1
654,dubai,al furjan,quortaj,,murano townhouse
655,dubai,mohammed bin rashid city,district 11,,the fields
656,dubai,mohammed bin rashid city,district 11,,opal gardens
657,dubai,mohammed bin rashid city,district 11,,starlight park
658,dubai,mohammed bin rashid city,district 11,,the spark by esnaad
659,dubai,mohammed bin rashid city,district 11,,karl lagerfeld villas
660,dubai,mohammed bin rashid city,district 11,,wadi villas
661,dubai,mohammed bin rashid city,district 11,,the sanctuary by ellington
662,dubai,mohammed bin rashid city,district 11,,grenland residence
663,dubai,mohammed bin rashid city,district 11,,meydan south villas
664,dubai,mohammed bin rashid city,district 11,,the woodland residences
665,dubai,mohammed bin rashid city,district one,,the residences at district one
667,dubai,mohammed bin rashid city,district one,,naya at district one
668,dubai,mohammed bin rashid city,district one,,lagoon views
669,dubai,mohammed bin rashid city,district one,,district one mansions
670,dubai,mohammed bin rashid city,district one,,meydan sobha
671,dubai,mohammed bin rashid city,district 7,,mag city
672,dubai,mohammed bin rashid city,district 7,,keturah reserve
673,dubai,downtown dubai,bellevue towers,,bellevue tower east
674,dubai,downtown dubai,bellevue towers,,bellevue tower west
675,dubai,dubai harbour,emaar beachfront,,marina vista
676,dubai,dubai harbour,emaar beachfront,,grand bleu towers
677,dubai,dubai harbour,emaar beachfront,,palace beach residence
678,dubai,dubai harbour,emaar beachfront,,seapoint
679,dubai,dubai harbour,emaar beachfront,,address the bay
680,dubai,dubai harbour,emaar beachfront,,sunrise bay
681,dubai,dubai harbour,emaar beachfront,,beach vista
682,dubai,dubai harbour,emaar beachfront,,bayview by address resort
683,dubai,dubai harbour,emaar beachfront,,beach isle
684,dubai,dubai harbour,emaar beachfront,,beach mansion
685,dubai,dubai harbour,emaar beachfront,,beachgate by address
686,dubai,dubai harbour,sobha seahaven,,sobha seahaven tower a
687,dubai,dubai harbour,sobha seahaven,,sobha seahaven tower b
688,dubai,dubai harbour,sobha seahaven,,sobha seahaven tower c
689,dubai,dubai harbour,damac bay by cavalli,,damac bay tower a
690,dubai,dubai harbour,damac bay by cavalli,,damac bay tower b
691,dubai,dubai harbour,damac bay by cavalli,,damac bay tower c
692,abu dhabi,yas island,noya,,noya viva
693,abu dhabi,yas island,noya,,noya luma
694,abu dhabi,yas island,yas acres,,the magnolias
695,abu dhabi,yas island,yas acres,,the dahlias
696,abu dhabi,yas island,yas acres,,lea
697,abu dhabi,yas island,yas acres,,the cedars
700,abu dhabi,yas island,yas golf collection,,residences c
701,abu dhabi,yas island,yas golf collection,,residences d
702,abu dhabi,yas island,yas golf collection,,residences e
703,abu dhabi,yas island,yas golf collection,,views b
704,abu dhabi,yas island,yas golf collection,,views a
705,abu dhabi,yas island,yas golf collection,,views f
706,abu dhabi,yas island,yas golf collection,,apartments 1
707,abu dhabi,yas island,yas golf collection,,views g
710,abu dhabi,yas island,yas bay,,selina bay
711,abu dhabi,yas island,yas bay,,the bay residence
712,abu dhabi,yas island,yas bay,,mayyas at the bay
713,abu dhabi,yas island,yas bay,,perla 3
714,abu dhabi,yas island,yas bay,,perla 1
715,abu dhabi,yas island,yas bay,,perla 2
716,abu dhabi,yas island,ansam,,ansam 1
717,abu dhabi,yas island,ansam,,ansam 2
718,abu dhabi,yas island,ansam,,ansam 4
719,abu dhabi,yas island,ansam,,ansam 3
725,abu dhabi,al reem island,shams abu dhabi,,shams gate district
726,abu dhabi,al reem island,shams abu dhabi,,the bridges
727,abu dhabi,al reem island,shams abu dhabi,,reflection
728,abu dhabi,al reem island,shams abu dhabi,,beach towers
729,abu dhabi,al reem island,shams abu dhabi,,meera shams tower 1
730,abu dhabi,al reem island,shams abu dhabi,,reem nine
731,abu dhabi,al reem island,shams abu dhabi,,meera shams tower 2
732,abu dhabi,al reem island,shams abu dhabi,,oceanscape
733,abu dhabi,al reem island,shams abu dhabi,,oasis residences
